	time (sec)	xEast (m)	yNorth (m)	zUp (m)	vx (m/s)	vy (m/s)	vz (m/s)	head (deg)	pitch (deg)	roll (deg)
0	0.0	42.530525	-71.25009	2121.2415	0.0	0.0	0.0	33.41844	-2.4562333	0.72901607
1	0.1	42.53073	-71.24991	2121.7031	0.0	0.0	0.0	33.439175	-2.281102	0.76398396
2	0.2	42.530937	-71.249725	2122.1724	0.0	0.0	0.0	33.45927	-2.2073708	0.8023357
3	0.30000000000000004	42.531143	-71.249535	2122.6638	0.0	0.0	0.0	33.47232	-2.1607685	0.84052587
4	0.4	42.53135	-71.24935	2123.1746	0.0	0.0	0.0	33.48514	-2.1246443	0.8794134
5	0.5	42.531555	-71.24917	2123.7017	0.0	0.0	0.0	33.497696	-2.3649068	0.9319193
6	0.6000000000000001	42.531757	-71.248985	2124.2	0.0	0.0	0.0	33.513283	-2.5189226	0.98456085
7	0.7000000000000001	42.531963	-71.2488	2124.6611	0.0	0.0	0.0	33.539238	-2.3894513	1.0413318
8	0.8	42.53217	-71.24861	2125.117	0.0	0.0	0.0	33.5682	-2.297385	1.101311
9	0.9	42.53237	-71.24843	2125.5806	0.0	0.0	0.0	33.590744	-2.3105812	1.1609577
10	1.0	42.532578	-71.248245	2126.0496	0.0	0.0	0.0	33.605194	-2.4651315	1.2101483
11	1.1	42.532784	-71.24806	2126.4946	0.0	0.0	0.0	33.622227	-2.5598998	1.253606
12	1.2000000000000002	42.53299	-71.24787	2126.9146	0.0	0.0	0.0	33.64684	-2.6763732	1.2913818
13	1.3	42.533195	-71.24769	2127.2905	0.0	0.0	0.0	33.67096	-2.900974	1.3263608
14	1.4000000000000001	42.533398	-71.2475	2127.6055	0.0	0.0	0.0	33.69763	-3.0492573	1.3619722
15	1.5	42.533607	-71.247314	2127.8582	0.0	0.0	0.0	33.72371	-3.1824617	1.3986378
16	1.6	42.53381	-71.24712	2128.0454	0.0	0.0	0.0	33.74557	-3.3106577	1.4347928
17	1.7000000000000002	42.534016	-71.24694	2128.1692	0.0	0.0	0.0	33.768063	-3.4387407	1.4704039
18	1.8	42.53422	-71.24675	2128.2317	0.0	0.0	0.0	33.793304	-3.5677762	1.506212
19	1.9000000000000001	42.534424	-71.24657	2128.2324	0.0	0.0	0.0	33.818787	-3.6959467	1.5419351
20	2.0	42.53463	-71.246376	2128.1707	0.0	0.0	0.0	33.847248	-3.7259586	1.5392872
21	2.1	42.534836	-71.24619	2128.0674	0.0	0.0	0.0	33.88387	-3.654469	1.4380503
22	2.2	42.53504	-71.246	2127.9465	0.0	0.0	0.0	33.915417	-3.6653614	1.337653
23	2.3000000000000003	42.535244	-71.24582	2127.8125	0.0	0.0	0.0	33.871716	-3.6230595	1.3163358
24	2.4000000000000004	42.53545	-71.24563	2127.6765	0.0	0.0	0.0	33.626083	-3.581485	1.318976
25	2.5	42.535656	-71.24544	2127.5442	0.0	0.0	0.0	33.289825	-3.5568628	1.2746993
26	2.6	42.535843	-71.24527	2127.4292	0.0	0.0	0.0	33.28225	-3.5461416	1.1794318
27	2.7	42.536045	-71.24509	2127.3086	0.0	0.0	0.0	33.714977	-3.5439174	1.075338
28	2.8000000000000003	42.53625	-71.244896	2127.1936	0.0	0.0	0.0	34.42574	-3.541919	1.0537981
29	2.9000000000000004	42.536457	-71.244705	2127.086	0.0	0.0	0.0	34.788113	-3.4825547	1.168194
30	3.0	42.536663	-71.244514	2126.9946	0.0	0.0	0.0	34.68076	-3.3938317	1.3030709
31	3.1	42.536865	-71.24433	2126.9297	0.0	0.0	0.0	34.33815	-3.327597	1.3563284
32	3.2	42.53707	-71.24414	2126.8896	0.0	0.0	0.0	34.026253	-3.3664453	0.8356
33	3.3000000000000003	42.537277	-71.24395	2126.8567	0.0	0.0	0.0	33.88871	-3.392275	0.60479945
34	3.4000000000000004	42.537483	-71.24376	2126.8271	0.0	0.0	0.0	33.94928	-3.2641463	0.60710627
35	3.5	42.53769	-71.24357	2126.8215	0.0	0.0	0.0	34.11698	-3.1854646	0.6371853
36	3.6	42.53789	-71.24338	2126.8447	0.0	0.0	0.0	34.276234	-3.1253767	0.68791395
37	3.7	42.538097	-71.243195	2126.898	0.0	0.0	0.0	34.363632	-3.0593777	0.73546904
38	3.8000000000000003	42.538303	-71.243004	2126.9822	0.0	0.0	0.0	34.37376	-2.9876854	0.78505903
39	3.9000000000000004	42.53851	-71.24281	2127.0986	0.0	0.0	0.0	34.343388	-2.902259	0.8528272
40	4.0	42.538715	-71.242615	2127.2527	0.0	0.0	0.0	34.307484	-2.8195727	0.91680163
41	4.1000000000000005	42.53892	-71.24243	2127.441	0.0	0.0	0.0	34.293236	-2.7202797	0.9695842
42	4.2	42.539127	-71.24223	2127.6738	0.0	0.0	0.0	34.31866	-2.4143045	0.97226113
43	4.3	42.539337	-71.24204	2127.992	0.0	0.0	0.0	34.384254	-1.6039273	0.87347406
44	4.4	42.53954	-71.24185	2128.494	0.0	0.0	0.0	34.4558	-0.63351804	0.7577174
45	4.5	42.53974	-71.24166	2129.285	0.0	0.0	0.0	34.509285	0.5146629	0.64184684
46	4.6000000000000005	42.539948	-71.24147	2130.4521	0.0	0.0	0.0	34.54021	1.9662628	0.55024123
47	4.7	42.54015	-71.24128	2132.1199	0.0	0.0	0.0	34.556423	3.6776538	0.5045576
48	4.800000000000001	42.540356	-71.24109	2134.404	0.0	0.0	0.0	34.56815	5.207021	0.51771617
49	4.9	42.540558	-71.240906	2137.3472	0.0	0.0	0.0	34.57829	6.6840854	0.60465974
50	5.0	42.54076	-71.240715	2140.9531	0.0	0.0	0.0	34.59584	8.116957	0.67241824
51	5.1000000000000005	42.54096	-71.240524	2145.2036	0.0	0.0	0.0	34.6284	9.801193	0.7304602
52	5.2	42.541157	-71.24034	2150.1614	0.0	0.0	0.0	34.68802	12.213048	0.80236375
53	5.300000000000001	42.54135	-71.24016	2155.9675	0.0	0.0	0.0	34.752224	14.585308	0.8801147
54	5.4	42.541546	-71.239975	2162.7302	0.0	0.0	0.0	34.803455	16.848215	0.9566541
55	5.5	42.541737	-71.23979	2170.4219	0.0	0.0	0.0	34.844093	19.054749	1.0289268
56	5.6000000000000005	42.541927	-71.23962	2179.06	0.0	0.0	0.0	34.88577	21.237432	1.1001072
57	5.7	42.54211	-71.23944	2188.5645	0.0	0.0	0.0	34.93772	23.39025	1.1740619
58	5.800000000000001	42.54229	-71.23927	2198.917	0.0	0.0	0.0	35.00414	25.519802	1.2549994
59	5.9	42.542465	-71.239105	2210.042	0.0	0.0	0.0	35.083553	27.619383	1.3442011
60	6.0	42.542637	-71.23894	2221.9531	0.0	0.0	0.0	35.170666	29.699116	1.4407343
61	6.1000000000000005	42.542805	-71.23878	2235.0054	0.0	0.0	0.0	35.26527	31.819483	1.5463982
62	6.2	42.54296	-71.238625	2248.0537	0.0	0.0	0.0	35.357197	33.806095	1.6509719
63	6.300000000000001	42.543118	-71.23848	2261.99	0.0	0.0	0.0	35.45225	35.80624	1.7610244
64	6.4	42.543266	-71.238335	2276.4966	0.0	0.0	0.0	35.553997	37.776928	1.8770514
65	6.5	42.543407	-71.2382	2291.245	0.0	0.0	0.0	35.68053	39.681274	2.0096931
66	6.6000000000000005	42.543526	-71.238075	2304.3833	0.0	0.0	0.0	35.8331	41.305435	2.1573389
67	6.7	42.54364	-71.23797	2317.8245	0.0	0.0	0.0	36.01069	42.90477	2.3301127
68	6.800000000000001	42.543747	-71.23786	2331.1235	0.0	0.0	0.0	36.18541	44.433167	2.5069487
69	6.9	42.54385	-71.23776	2344.7405	0.0	0.0	0.0	36.35051	45.948963	2.6830785
70	7.0	42.543945	-71.23766	2357.9038	0.0	0.0	0.0	36.49421	47.3717	2.8443575
71	7.1000000000000005	42.544037	-71.23757	2371.3716	0.0	0.0	0.0	36.628273	48.788025	3.0008118
72	7.2	42.544125	-71.23749	2384.926	0.0	0.0	0.0	36.75755	50.181507	3.151949
73	7.300000000000001	42.54421	-71.2374	2398.744	0.0	0.0	0.0	36.91564	51.674473	2.9875455
74	7.4	42.544292	-71.23732	2412.6318	0.0	0.0	0.0	37.074257	53.08162	2.5684397
75	7.5	42.54437	-71.237236	2426.7344	0.0	0.0	0.0	37.19398	54.45402	2.3769987
76	7.6000000000000005	42.544445	-71.23716	2440.8684	0.0	0.0	0.0	37.271458	55.81867	2.4428804
77	7.7	42.544514	-71.23708	2455.1248	0.0	0.0	0.0	37.33516	57.16678	2.5047524
78	7.800000000000001	42.544582	-71.237015	2469.4258	0.0	0.0	0.0	37.400623	58.49276	2.566426
79	7.9	42.544647	-71.236946	2483.7744	0.0	0.0	0.0	37.47951	59.80072	2.6386194
80	8.0	42.54471	-71.236885	2498.218	0.0	0.0	0.0	37.58078	61.114082	2.7301743
81	8.1	42.54477	-71.236824	2512.7346	0.0	0.0	0.0	37.719368	62.532665	2.8552094
82	8.200000000000001	42.544823	-71.23676	2527.2778	0.0	0.0	0.0	37.912014	64.10519	3.030623
83	8.3	42.544876	-71.23671	2541.877	0.0	0.0	0.0	38.140053	65.6463	3.2414837
84	8.4	42.544926	-71.23666	2556.4734	0.0	0.0	0.0	38.42291	67.312096	3.5064027
85	8.5	42.54497	-71.2366	2571.0454	0.0	0.0	0.0	38.801727	69.191696	3.8073
86	8.6	42.545013	-71.23656	2585.5918	0.0	0.0	0.0	39.26354	71.02926	3.8597405
87	8.700000000000001	42.54505	-71.23652	2600.117	0.0	0.0	0.0	39.748173	72.773285	3.8446374
88	8.8	42.545086	-71.23647	2614.6165	0.0	0.0	0.0	40.213207	74.4602	3.8828692
89	8.9	42.545116	-71.23644	2629.1401	0.0	0.0	0.0	40.6506	76.122185	3.9140718
90	9.0	42.545143	-71.236404	2643.4885	0.0	0.0	0.0	41.054993	77.749504	3.9191978
91	9.1	42.54517	-71.236374	2657.8293	0.0	0.0	0.0	41.44931	79.38006	3.852962
92	9.200000000000001	42.545193	-71.23635	2671.9585	0.0	0.0	0.0	41.830166	80.98476	3.7352574
93	9.3	42.54521	-71.23633	2686.0703	0.0	0.0	0.0	42.22215	82.58497	3.480946
94	9.4	42.545227	-71.236305	2700.0515	0.0	0.0	0.0	42.625168	84.096306	2.7106032
95	9.5	42.54524	-71.23629	2713.9028	0.0	0.0	0.0	42.635365	85.60831	2.0407772
96	9.600000000000001	42.54525	-71.236275	2727.8962	0.0	0.0	0.0	41.842316	87.19103	1.0239236
97	9.700000000000001	42.545254	-71.23627	2741.506	0.0	0.0	0.0	38.48039	88.73653	-2.5481184
98	9.8	42.54526	-71.23626	2755.0525	0.0	0.0	0.0	249.64273	89.66603	-151.59676
99	9.9	42.54526	-71.23626	2768.2961	0.0	0.0	0.0	228.91191	88.15495	-172.46947
100	10.0	42.54526	-71.23626	2782.2046	0.0	0.0	0.0	226.41533	86.44086	-174.94305
101	10.100000000000001	42.545258	-71.23626	2795.7795	0.0	0.0	0.0	225.05286	84.380356	-176.28714
102	10.200000000000001	42.545254	-71.23627	2809.8774	0.0	0.0	0.0	223.98674	81.672134	-177.3484
103	10.3	42.545242	-71.236275	2825.6326	0.0	0.0	0.0	223.31741	78.806496	-178.01909
104	10.4	42.545227	-71.23629	2840.6416	0.0	0.0	0.0	222.94963	76.090385	-178.40251
105	10.5	42.545208	-71.23631	2855.5374	0.0	0.0	0.0	222.75774	73.36281	-178.78214
106	10.600000000000001	42.545185	-71.236336	2868.4316	0.0	0.0	0.0	222.74586	70.95382	-178.99036
107	10.700000000000001	42.545166	-71.23636	2879.391	0.0	0.0	0.0	222.8296	68.85145	-179.08427
108	10.8	42.545143	-71.23639	2890.1226	0.0	0.0	0.0	222.95706	66.73109	-179.14145
109	10.9	42.545116	-71.23642	2900.561	0.0	0.0	0.0	223.09834	64.59964	-179.18953
110	11.0	42.54509	-71.23645	2910.6455	0.0	0.0	0.0	223.23628	62.465206	-179.24329
111	11.100000000000001	42.54506	-71.23648	2920.4858	0.0	0.0	0.0	223.36514	60.299885	-179.30948
112	11.200000000000001	42.54503	-71.23652	2929.9497	0.0	0.0	0.0	223.48184	58.114777	-179.3802
113	11.3	42.544994	-71.236565	2939.1099	0.0	0.0	0.0	223.58789	55.89731	-179.45973
114	11.4	42.54496	-71.2366	2947.971	0.0	0.0	0.0	223.68558	53.65033	-179.54837
115	11.5	42.54492	-71.23665	2956.4707	0.0	0.0	0.0	223.77672	51.384815	-179.64082
116	11.600000000000001	42.544884	-71.236694	2964.6528	0.0	0.0	0.0	223.86354	49.05612	-179.71877
117	11.700000000000001	42.54484	-71.23674	2972.4941	0.0	0.0	0.0	223.94354	46.623466	-179.76624
118	11.8	42.5448	-71.23679	2979.9453	0.0	0.0	0.0	224.01558	44.177162	-179.81636
119	11.9	42.544754	-71.23685	2987.0906	0.0	0.0	0.0	224.08331	41.687164	-179.8718
120	12.0	42.54471	-71.2369	2993.9045	0.0	0.0	0.0	224.14859	39.15261	-179.93109
121	12.100000000000001	42.544662	-71.23696	3000.2795	0.0	0.0	0.0	224.2117	36.609814	-179.99252
122	12.200000000000001	42.5446	-71.23703	3007.7515	0.0	0.0	0.0	224.28981	33.36401	179.93198
123	12.3	42.54454	-71.23711	3014.516	0.0	0.0	0.0	224.366	30.111605	179.85577
124	12.4	42.544468	-71.2372	3021.6096	0.0	0.0	0.0	224.45416	26.271252	179.76323
125	12.5	42.5444	-71.23728	3027.2632	0.0	0.0	0.0	224.53345	22.775791	179.67651
126	12.600000000000001	42.54433	-71.237366	3032.246	0.0	0.0	0.0	224.61336	19.227266	179.58624
127	12.700000000000001	42.544262	-71.23745	3036.3447	0.0	0.0	0.0	224.6785	15.814196	179.49321
128	12.8	42.54419	-71.23754	3039.9436	0.0	0.0	0.0	224.6961	12.216729	179.378
129	12.9	42.544117	-71.23763	3042.8435	0.0	0.0	0.0	224.65613	8.589807	179.25502
130	13.0	42.544044	-71.237724	3045.0085	0.0	0.0	0.0	224.5936	4.994458	179.13806
131	13.100000000000001	42.543972	-71.237816	3046.481	0.0	0.0	0.0	224.5226	1.3715165	179.02689
132	13.200000000000001	42.543896	-71.23791	3047.2488	0.0	0.0	0.0	224.44827	-2.27171	178.92595
133	13.3	42.543823	-71.23801	3047.3057	0.0	0.0	0.0	224.36389	-5.8186197	178.91037
134	13.4	42.543762	-71.23808	3046.8113	0.0	0.0	0.0	224.26666	-8.808948	178.92816
135	13.5	42.543682	-71.23818	3045.4702	0.0	0.0	0.0	224.0749	-12.57723	178.97267
136	13.600000000000001	42.543606	-71.23828	3043.3313	0.0	0.0	0.0	223.79974	-16.31967	179.05649
137	13.700000000000001	42.54352	-71.23839	3040.1946	0.0	0.0	0.0	223.46782	-20.245018	179.19525
138	13.8	42.54344	-71.238495	3036.2385	0.0	0.0	0.0	223.31108	-24.065542	179.20691
139	13.9	42.543365	-71.23859	3031.6697	0.0	0.0	0.0	223.31767	-27.65562	179.09518
140	14.0	42.5433	-71.23867	3027.1008	0.0	0.0	0.0	223.37685	-30.723782	178.96982
141	14.100000000000001	42.543236	-71.238754	3022.0796	0.0	0.0	0.0	223.45992	-33.689762	178.82855
142	14.200000000000001	42.54318	-71.23883	3016.727	0.0	0.0	0.0	223.53258	-36.521152	178.69029
143	14.3	42.543114	-71.23891	3010.5486	0.0	0.0	0.0	223.58311	-39.46559	178.55826
144	14.4	42.543056	-71.23898	3004.0222	0.0	0.0	0.0	223.6174	-42.29844	178.43988
145	14.5	42.543	-71.23906	2996.717	0.0	0.0	0.0	223.65302	-45.200115	178.31848
146	14.600000000000001	42.542946	-71.23913	2989.2395	0.0	0.0	0.0	223.69891	-47.940735	178.19438
147	14.700000000000001	42.54289	-71.2392	2981.152	0.0	0.0	0.0	223.74982	-50.40921	178.0322
148	14.8	42.54284	-71.23926	2972.7048	0.0	0.0	0.0	223.80206	-52.23349	177.85562
149	14.9	42.54279	-71.23933	2963.7107	0.0	0.0	0.0	223.89703	-53.931843	177.70215
150	15.0	42.54274	-71.23939	2954.1797	0.0	0.0	0.0	224.05078	-55.885708	177.54782
151	15.100000000000001	42.542694	-71.23945	2944.237	0.0	0.0	0.0	224.24443	-58.120842	177.3846
152	15.200000000000001	42.54265	-71.23951	2933.773	0.0	0.0	0.0	224.45003	-60.42341	177.21106
153	15.3	42.542606	-71.23956	2922.9336	0.0	0.0	0.0	224.6606	-62.69144	177.03122
154	15.4	42.542564	-71.23962	2911.6348	0.0	0.0	0.0	224.8833	-64.94895	176.83704
155	15.5	42.542526	-71.23967	2899.7192	0.0	0.0	0.0	225.12775	-67.23038	176.61984
156	15.600000000000001	42.54249	-71.23972	2887.5168	0.0	0.0	0.0	225.39668	-69.47714	176.37708
157	15.700000000000001	42.542458	-71.23977	2875.0818	0.0	0.0	0.0	225.70473	-71.686775	176.09485
158	15.8	42.542427	-71.23981	2862.0237	0.0	0.0	0.0	226.08653	-73.93197	175.74008
159	15.9	42.542397	-71.239845	2848.7114	0.0	0.0	0.0	226.57141	-76.15222	175.28313
160	16.0	42.542374	-71.23988	2834.9846	0.0	0.0	0.0	227.2325	-78.37845	174.65157
161	16.1	42.54235	-71.239914	2820.83	0.0	0.0	0.0	228.20786	-80.61811	173.70772
162	16.2	42.54233	-71.239944	2806.2253	0.0	0.0	0.0	229.94118	-82.99452	172.00882
163	16.3	42.542316	-71.23997	2791.354	0.0	0.0	0.0	233.43768	-85.36916	168.54915
164	16.400000000000002	42.542305	-71.23998	2776.135	0.0	0.0	0.0	244.05798	-87.68793	157.94398
165	16.5	42.542297	-71.24	2760.591	0.0	0.0	0.0	333.18503	-89.12418	68.69827
166	16.6	42.542294	-71.240005	2744.7117	0.0	0.0	0.0	26.607515	-87.10761	15.13677
167	16.7	42.542294	-71.240005	2728.7427	0.0	0.0	0.0	34.09905	-84.70524	7.5100417
168	16.8	42.5423	-71.240005	2712.4207	0.0	0.0	0.0	36.816563	-82.25772	4.7092705
169	16.900000000000002	42.542313	-71.24	2695.9595	0.0	0.0	0.0	38.144062	-79.81085	3.3678663
170	17.0	42.542328	-71.23998	2679.0667	0.0	0.0	0.0	38.909294	-77.316505	2.6273758
171	17.1	42.542355	-71.23996	2657.9368	0.0	0.0	0.0	39.49274	-74.19	2.0707467
172	17.2	42.54239	-71.23992	2636.476	0.0	0.0	0.0	39.911877	-71.004074	1.6762292
173	17.3	42.54243	-71.239876	2615.0396	0.0	0.0	0.0	40.24203	-67.79902	1.3711481
174	17.400000000000002	42.54248	-71.239815	2594.751	0.0	0.0	0.0	40.51064	-64.74866	1.1490554
175	17.5	42.54253	-71.23976	2577.418	0.0	0.0	0.0	40.73778	-62.120083	1.0160774
176	17.6	42.542595	-71.239685	2556.8137	0.0	0.0	0.0	41.013844	-58.939728	0.8651894
177	17.7	42.542667	-71.2396	2536.794	0.0	0.0	0.0	41.268925	-55.780704	0.74279666
178	17.8	42.542736	-71.239525	2520.2832	0.0	0.0	0.0	41.456608	-53.140213	0.6632257
179	17.900000000000002	42.542828	-71.23942	2500.4714	0.0	0.0	0.0	41.561886	-50.553474	0.6405206
180	18.0	42.542927	-71.2393	2481.226	0.0	0.0	0.0	41.48	-49.202744	0.7578135
181	18.1	42.543034	-71.23918	2462.1616	0.0	0.0	0.0	41.326584	-47.699936	0.9117038
182	18.2	42.54314	-71.23905	2443.9622	0.0	0.0	0.0	41.226654	-45.978825	1.0062965
183	18.3	42.54326	-71.238914	2425.8862	0.0	0.0	0.0	41.226566	-44.125107	1.0198226
184	18.400000000000002	42.54338	-71.23877	2408.3098	0.0	0.0	0.0	41.312122	-42.43454	0.98431045
185	18.5	42.543507	-71.238625	2391.1892	0.0	0.0	0.0	41.434467	-41.003906	0.9475915
186	18.6	42.54364	-71.238464	2373.938	0.0	0.0	0.0	41.57541	-39.408684	0.9085526
187	18.7	42.543774	-71.238304	2357.682	0.0	0.0	0.0	41.69999	-37.805725	0.88616
188	18.8	42.543915	-71.23814	2341.764	0.0	0.0	0.0	41.799286	-36.1535	0.8847642
189	18.900000000000002	42.544056	-71.23796	2326.3677	0.0	0.0	0.0	41.869743	-34.47802	0.9025443
190	19.0	42.544205	-71.237785	2311.4666	0.0	0.0	0.0	41.91057	-32.778767	0.93612903
191	19.1	42.544357	-71.2376	2297.1848	0.0	0.0	0.0	41.94085	-30.956478	0.9706649
192	19.200000000000003	42.54451	-71.23741	2283.525	0.0	0.0	0.0	41.993385	-28.776705	0.98845017
193	19.3	42.54467	-71.23722	2270.5266	0.0	0.0	0.0	42.062378	-26.671135	0.99894726
194	19.400000000000002	42.54483	-71.23702	2258.3252	0.0	0.0	0.0	42.140747	-24.58672	1.0074096
195	19.5	42.545	-71.236824	2246.9446	0.0	0.0	0.0	42.221874	-22.502611	1.0177392
196	19.6	42.545166	-71.23662	2236.3875	0.0	0.0	0.0	42.30131	-20.405159	1.0318574
197	19.700000000000003	42.545338	-71.236404	2226.7615	0.0	0.0	0.0	42.37646	-18.308138	1.0497552
198	19.8	42.545513	-71.23619	2218.002	0.0	0.0	0.0	42.448452	-16.19075	1.0707982
199	19.900000000000002	42.545692	-71.23597	2210.2354	0.0	0.0	0.0	42.518272	-14.078396	1.0937536
200	20.0	42.545868	-71.23575	2203.4758	0.0	0.0	0.0	42.587055	-12.010211	1.1210259
201	20.1	42.546047	-71.23553	2197.6536	0.0	0.0	0.0	42.64108	-10.529653	1.1523563
202	20.200000000000003	42.54623	-71.235306	2192.676	0.0	0.0	0.0	42.682457	-9.316124	1.0892766
203	20.3	42.546413	-71.23508	2188.5078	0.0	0.0	0.0	42.683952	-8.509912	0.7501189
204	20.400000000000002	42.546593	-71.23485	2184.9119	0.0	0.0	0.0	42.646587	-7.5903487	0.30430388
205	20.5	42.546776	-71.23463	2181.8743	0.0	0.0	0.0	42.609985	-6.5920043	-0.14946683
206	20.6	42.546963	-71.23439	2179.3215	0.0	0.0	0.0	42.584103	-5.809853	-0.43517938
207	20.700000000000003	42.547146	-71.23416	2177.259	0.0	0.0	0.0	42.569256	-5.2428746	-0.582266
208	20.8	42.54733	-71.23393	2175.6028	0.0	0.0	0.0	42.570816	-4.673169	-0.67344016
209	20.900000000000002	42.547523	-71.233696	2174.2512	0.0	0.0	0.0	42.57396	-4.3049164	-0.64926463
210	21.0	42.5477	-71.233475	2173.2869	0.0	0.0	0.0	42.573708	-3.9095275	-0.6072139
211	21.1	42.54789	-71.23324	2172.5193	0.0	0.0	0.0	42.57067	-3.549643	-0.5492153
212	21.200000000000003	42.548065	-71.23302	2172.0247	0.0	0.0	0.0	42.566425	-3.4012635	-0.4954603
213	21.3	42.548244	-71.232796	2171.6848	0.0	0.0	0.0	42.559025	-3.4664886	-0.44231856
214	21.400000000000002	42.548397	-71.232605	2171.4785	0.0	0.0	0.0	42.554714	-3.452424	-0.39593822
215	21.5	42.548588	-71.23237	2171.289	0.0	0.0	0.0	42.556683	-3.341289	-0.33476081
216	21.6	42.548763	-71.232155	2171.1802	0.0	0.0	0.0	42.567566	-3.2015572	-0.27666402
217	21.700000000000003	42.548946	-71.23192	2171.136	0.0	0.0	0.0	42.582752	-3.079945	-0.21348666
218	21.8	42.549137	-71.23168	2171.1597	0.0	0.0	0.0	42.594837	-2.9788716	-0.14611846
219	21.900000000000002	42.549294	-71.23149	2171.227	0.0	0.0	0.0	42.600662	-2.840035	-0.08538039
220	22.0	42.549496	-71.23124	2171.388	0.0	0.0	0.0	42.598473	-2.6727133	-0.004876189
221	22.1	42.549675	-71.23102	2171.5989	0.0	0.0	0.0	42.59361	-2.5649107	0.064380065
222	22.200000000000003	42.549854	-71.23079	2171.8706	0.0	0.0	0.0	42.591843	-2.4639056	0.13055602
223	22.3	42.550034	-71.23057	2172.2017	0.0	0.0	0.0	42.59271	-2.3797271	0.19181384
224	22.400000000000002	42.550217	-71.23034	2172.5867	0.0	0.0	0.0	42.59836	-2.2815402	0.25270146
225	22.5	42.550407	-71.2301	2173.0442	0.0	0.0	0.0	42.612183	-2.1773994	0.31689665
226	22.6	42.550583	-71.22988	2173.5208	0.0	0.0	0.0	42.62577	-2.0829158	0.3776102
227	22.700000000000003	42.550762	-71.22966	2174.0466	0.0	0.0	0.0	42.63597	-1.9861547	0.43870595
228	22.8	42.55091	-71.22948	2174.5166	0.0	0.0	0.0	42.642555	-1.9054163	0.48882577
229	22.900000000000002	42.551094	-71.22924	2175.1514	0.0	0.0	0.0	42.65607	-1.8326308	0.5516565
230	23.0	42.551285	-71.229004	2175.8508	0.0	0.0	0.0	42.672005	-1.8698387	0.61839914
231	23.1	42.551464	-71.228775	2176.534	0.0	0.0	0.0	42.686214	-1.8819767	0.68136126
232	23.200000000000003	42.551647	-71.22855	2177.2373	0.0	0.0	0.0	42.701477	-1.8627816	0.74540937
233	23.3	42.551834	-71.22832	2177.9612	0.0	0.0	0.0	42.71519	-1.8329047	0.80843335
234	23.400000000000002	42.552017	-71.22809	2178.6917	0.0	0.0	0.0	42.727787	-1.9176934	0.8631801
235	23.5	42.552208	-71.22785	2179.4458	0.0	0.0	0.0	42.738037	-2.1176836	0.9199959
236	23.6	42.552383	-71.22763	2180.109	0.0	0.0	0.0	42.75124	-2.2198138	0.97360533
237	23.700000000000003	42.552567	-71.227394	2180.758	0.0	0.0	0.0	42.77238	-2.3109589	1.0301545
238	23.8	42.552753	-71.22716	2181.3752	0.0	0.0	0.0	42.79872	-2.4035246	1.0886387
239	23.900000000000002	42.55294	-71.22693	2181.9468	0.0	0.0	0.0	42.824432	-2.4960608	1.1483092
240	24.0	42.553123	-71.2267	2182.4578	0.0	0.0	0.0	42.848015	-2.532893	1.2089534
241	24.1	42.55328	-71.2265	2182.8716	0.0	0.0	0.0	42.867367	-2.5512319	1.2630732
242	24.200000000000003	42.55348	-71.22625	2183.3743	0.0	0.0	0.0	42.887417	-2.607396	1.3324858
243	24.3	42.553658	-71.22603	2183.7908	0.0	0.0	0.0	42.90601	-2.657921	1.391462
244	24.400000000000002	42.553837	-71.2258	2184.1912	0.0	0.0	0.0	42.93228	-2.6766121	1.3963256
245	24.5	42.554016	-71.22557	2184.5686	0.0	0.0	0.0	42.970047	-2.6850476	1.2507145
246	24.6	42.554203	-71.225334	2184.954	0.0	0.0	0.0	43.015305	-2.7046902	1.0576271
247	24.700000000000003	42.554382	-71.225105	2185.3086	0.0	0.0	0.0	43.054802	-2.7285361	0.87435913
248	24.8	42.554565	-71.22488	2185.653	0.0	0.0	0.0	43.084675	-2.751302	0.69067496
249	24.900000000000002	42.554714	-71.224686	2185.933	0.0	0.0	0.0	43.104767	-2.7693775	0.5363692
250	25.0	42.55491	-71.224434	2186.2817	0.0	0.0	0.0	43.12648	-2.790494	0.3669246
251	25.1	42.55493	-71.22441	2186.3196	0.0	0.0	0.0	43.128105	-2.7924278	0.3618614
